company_code,month,level4_key,pbi_rows,synapse_rows,row_diff,pbi_actual,synapse_actual,actual_diff,pbi_budget,synapse_budget,budget_diff
EA11,2025-01,KS00/86012200,3,3,0,7951.33,7951.33,0,9204,0,9204
EA11,2025-01,KS00/83001110,1,1,0,8950,8950,0,8950,0,8950
EA01,2025-01,KS00/80205322,1,1,0,1520.42,1520.42,0,8851.67,0,8851.67
EA11,2025-01,KS00/63400200,1,1,0,8798.89,8798.89,0,8798.89,0,8798.89
EA11,2025-01,KS00/63101402,1,1,0,3300,3300,0,8321,0,8321
EA11,2025-01,KS00/87101127,1,1,0,9272.59,9272.59,0,8000,0,8000
EA22,2025-01,KS00/63200110,1,1,0,6781.7,6781.7,0,8000,0,8000
EA11,2025-01,KS00/53002110,1,1,0,-8265,-8265,0,-7525,0,-7525
EA11,2025-01,KS00/87101130,2,2,0,2494.34,2494.34,0,7500,0,7500
EA22,2025-01,KS00/63101500,1,1,0,7445,7445,0,7445,0,7445
EA11,2025-01,KS00/63101150,1,1,0,2799.36,2799.36,0,7300,0,7300
EA11,2025-01,KS00/59107190,1,1,0,-21236.11,-21236.11,0,-6600,0,-6600
EA11,2025-01,KS00/63101100,1,1,0,4025,4025,0,6553,0,6553
EA11,2025-01,KS00/80201111,1,1,0,6500,6500,0,6240,0,6240
EA22,2025-01,KS00/85005150,1,1,0,5328.08,5328.08,0,6239,0,6239
EA11,2025-01,KS00/80205110,3,3,0,5547.8,5547.8,0,6147.75,0,6147.75
EA11,2025-01,KS00/83001170,1,1,0,5735,5735,0,5735,0,5735
EA11,2025-01,KS00/63100110,1,1,0,4881,4881,0,5569,0,5569
EA22,2025-01,KS00/63100300,1,1,0,3360,3360,0,5560,0,5560
EA11,2025-01,KS00/87101123,1,1,0,539,539,0,5400,0,5400
EA11,2025-01,KS00/63101200,1,1,0,4265.5,4265.5,0,5000,0,5000
EA11,2025-01,KS00/87101124,1,1,0,381.87,381.87,0,5000,0,5000
EA22,2025-01,KS00/53002100,1,1,0,-3820.58,-3820.58,0,-4996,0,-4996
EA22,2025-01,KS00/63100100,1,1,0,30,30,0,4954,0,4954
EA11,2025-01,KS00/59107170,1,1,0,-4680.96,-4680.96,0,-4880,0,-4880
EA22,2025-01,KS00/63400200,1,1,0,4269.36,4269.36,0,4268.9,0,4268.9
EA22,2025-01,KS00/63101401,1,1,0,3970.08,3970.08,0,4170,0,4170
EA11,2025-01,KS00/63200120,1,1,0,4092.15,4092.15,0,4097,0,4097
EA11,2025-01,KS00/86006100,3,3,0,4903.58,4903.58,0,4094,0,4094
EA11,2025-01,KS00/80205120,4,4,0,948.51,948.51,0,4089.28,0,4089.28
EA11,2025-01,KS00/63200100,2,2,0,4757.34,4757.34,0,3822,0,3822
EA11,2025-01,KS00/63101160,1,1,0,550,550,0,3750,0,3750
EA11,2025-01,KS00/59107160,2,1,1,-4418.14,-4418.14,0,-3663.7,0,-3663.7
EA11,2025-01,KS00/85009110,2,2,0,1350,1350,0,3300,0,3300
EA11,2025-01,KS00/85009512,2,1,1,2227.5,2227.5,0,3210.83,0,3210.83
EA01,2025-01,KS00/80204210,1,0,1,0,0,0,3190,0,3190
EA11,2025-01,KS00/63102120,1,1,0,5500,5500,0,3150,0,3150
EA11,2025-01,KS00/63100400,1,1,0,1995,1995,0,3095,0,3095
EA11,2025-01,KS00/85005140,1,1,0,192903.57,192903.57,0,3068,0,3068
EA11,2025-01,KS00/83001140,1,1,0,3037,3037,0,3037,0,3037
EA11,2025-01,KS00/59107230,1,1,0,-193882.66,-193882.66,0,-2756,0,-2756
EA22,2025-01,KS00/63105100,1,0,1,0,0,0,2500,0,2500
EA11,2025-01,KS00/86005100,2,2,0,2392.95,2392.95,0,2393,0,2393
EA11,2025-01,KS00/63101700,1,0,1,0,0,0,2353,0,2353
EA11,2025-01,KS00/80204210,1,0,1,0,0,0,2310,0,2310
EA22,2025-01,KS00/63101200,1,0,1,0,0,0,2175,0,2175
EA11,2025-01,KS00/80205329,3,3,0,1830,1830,0,2140,0,2140
EA22,2025-01,KS00/83001110,1,1,0,2116.67,2116.67,0,2117,0,2117
EA22,2025-01,KS00/63100110,1,1,0,1989.17,1989.17,0,2066,0,2066
EA11,2025-01,KS00/63100500,1,1,0,587.4,587.4,0,2000,0,2000
EA11,2025-01,KS00/63100210,1,1,0,111.5,111.5,0,1822,0,1822
EA11,2025-01,KS00/63102110,1,1,0,120.99,120.99,0,1800,0,1800
EA22,2025-01,KS00/53000110,1,1,0,-1151.34,-1151.34,0,-1668.92,0,-1668.92
EA11,2025-01,KS00/80203380,2,1,1,700,700,0,1600,0,1600
EA11,2025-01,KS00/87101128,1,0,1,0,0,0,1340,0,1340
EA22,2025-01,KS00/63101100,1,1,0,2660,2660,0,1330,0,1330
EA11,2025-01,KS00/83004110,1,1,0,1050,1050,0,1304,0,1304
EA11,2025-01,KS00/53002120,1,1,0,-1794.73,-1794.73,0,-1285,0,-1285
EA11,2025-01,KS00/63101300,1,1,0,1535,1535,0,1180,0,1180
EA11,2025-01,KS00/59107220,2,2,0,-2908.92,-2908.92,0,-1156,0,-1156
EA11,2025-01,KS00/80201110,2,2,0,178.75,178.75,0,1013.42,0,1013.42
EA11,2025-01,KS00/63101130,1,0,1,0,0,0,1011,0,1011
EA11,2025-01,KS00/63100520,1,0,1,0,0,0,1000,0,1000
EA22,2025-01,KS00/63200100,1,1,0,387.13,387.13,0,976,0,976
EA11,2025-01,KS00/63101110,1,0,1,0,0,0,926,0,926
EA22,2025-01,KS00/63100400,1,1,0,0,0,0,853,0,853
EA11,2025-01,KS00/85003130,2,2,0,532.14,532.14,0,833,0,833
EA11,2025-01,KS00/84102110,2,2,0,177.03,177.03,0,824,0,824
EA22,2025-01,KS00/83001140,1,1,0,709.25,709.25,0,709,0,709
EA22,2025-01,KS00/63101300,1,1,0,330,330,0,680,0,680
EA11,2025-01,KS00/80205322,2,2,0,264.99,264.99,0,675,0,675
EA11,2025-01,KS00/63100220,1,0,1,0,0,0,671,0,671
EA11,2025-01,KS00/83001120,1,1,0,639.75,639.75,0,639.75,0,639.75
EA22,2025-01,KS00/63102120,1,1,0,356.65,356.65,0,610,0,610
EA11,2025-01,KS00/80205325,1,0,1,0,0,0,600,0,600
EA01,2025-01,KS00/80205214,1,1,0,742.2,742.2,0,600,0,600
EA22,2025-01,KS00/63100500,1,1,0,90,90,0,600,0,600
EA22,2025-01,KS00/83004110,1,1,0,150,150,0,600,0,600
EA11,2025-01,KS00/63101220,2,1,1,50,50,0,585,0,585
EA22,2025-01,KS00/86012200,2,2,0,939.57,939.57,0,582.58,0,582.58
EA11,2025-01,KS00/85009120,2,2,0,202.48,202.48,0,550,0,550
EA11,2025-01,KS00/85005130,3,3,0,3342,3342,0,464,0,464
EA22,2025-01,KS00/63100210,1,1,0,43,43,0,430,0,430
EA22,2025-01,KS00/83009110,1,0,1,0,0,0,417,0,417
EA22,2025-01,KS00/63100510,1,1,0,300,300,0,390,0,390
EA22,2025-01,KS00/63101600,2,2,0,556.52,556.52,0,344,0,344
EA11,2025-01,KS00/86105400,1,1,0,304.03,304.03,0,312.79,0,312.79
EA22,2025-01,KS00/63101700,1,1,0,310.39,310.39,0,311,0,311
EA11,2025-01,KS00/59107180,2,1,1,-664.62,-664.62,0,-300,0,-300
EA11,2025-01,KS00/87305310,1,0,1,0,0,0,300,0,300
EA22,2025-01,KS00/63102110,1,0,1,0,0,0,300,0,300
EA22,2025-01,KS00/63101402,1,1,0,280,280,0,280,0,280
EA22,2025-01,KS00/83001120,1,1,0,255.92,255.92,0,256,0,256
EA11,2025-01,KS00/85003140,1,1,0,190.3,190.3,0,246.25,0,246.25
EA22,2025-01,KS00/84102110,1,1,0,57.65,57.65,0,237.93,0,237.93
EA11,2025-01,KS00/86007100,1,1,0,222.81,222.81,0,230,0,230
EA11,2025-01,KS00/87101120,1,1,0,12.4,12.4,0,200,0,200
EA22,2025-01,KS00/53001110,1,1,0,-210,-210,0,-200,0,-200
EA11,2025-01,KS00/80203350,3,3,0,176,176,0,192.58,0,192.58
EA22,2025-01,KS00/59107200,1,0,1,0,0,0,-182,0,-182
EA22,2025-01,KS00/59107230,1,1,0,-3529.43,-3529.43,0,-182,0,-182
EA22,2025-01,KS00/85005140,1,1,0,3529.43,3529.43,0,182,0,182
EA11,2025-01,KS00/80204111,1,1,0,4258.8,4258.8,0,177.29,0,177.29
EA11,2025-01,KS00/80205214,3,2,1,43.7,43.7,0,150,0,150
EA11,2025-01,KS00/63100510,1,1,0,360,360,0,150,0,150
EA11,2025-01,KS00/87101129,1,1,0,82.5,82.5,0,150,0,150
EA22,2025-01,KS00/63100220,1,0,1,0,0,0,100,0,100
EA11,2025-01,KS00/63101120,1,0,1,0,0,0,80,0,80
EA22,2025-01,KS00/63101120,1,0,1,0,0,0,80,0,80
EA22,2025-01,KS00/85003130,2,1,1,70,70,0,80,0,80
EA22,2025-01,KS00/85009120,1,1,0,18.92,18.92,0,80,0,80
EA22,2025-01,KS00/86006100,1,1,0,72.32,72.32,0,72.32,0,72.32
EA11,2025-01,KS00/59107120,1,0,1,0,0,0,-50,0,-50
EA11,2025-01,KS00/84004110,1,1,0,45.62,45.62,0,45.15,0,45.15
EA22,2025-01,KS00/87101120,1,0,1,0,0,0,20,0,20
EA11,2025-01,KS00/59004100,1,1,0,0,0,0,-8,0,-8
EA11,2025-01,KS00/85009170,1,0,1,0,0,0,7,0,7
EA11,2025-01,KS00/85003120,1,0,1,0,0,0,5,0,5
EA22,2025-01,KS00/85009170,1,0,1,0,0,0,4,0,4
EA18,2025-03,KS00/24014291,0,4,-4,0,0,0,0,0,0
EA18,2025-04,KS00/24014291,0,4,-4,0,0,0,0,0,0
EA18,2025-05,KS00/24014291,0,4,-4,0,0,0,0,0,0
EA18,2025-06,KS00/24014291,0,4,-4,0,0,0,0,0,0
EA18,2025-07,KS00/24014291,0,4,-4,0,0,0,0,0,0
EA18,2025-08,KS00/24014291,0,4,-4,0,0,0,0,0,0
EA18,2025-09,KS00/24014291,0,4,-4,0,0,0,0,0,0
EA18,2025-10,KS00/24014291,0,4,-4,0,0,0,0,0,0
EA18,2025-11,KS00/24014291,0,4,-4,0,0,0,0,0,0
EA18,2025-12,KS00/24014291,0,4,-4,0,0,0,0,0,0
EA37,2025-02,KS00/24014286,0,4,-4,0,0,0,0,0,0
EA37,2025-03,KS00/24014286,0,4,-4,0,0,0,0,0,0
EA37,2025-05,KS00/24014286,0,4,-4,0,0,0,0,0,0
EA37,2025-06,KS00/24014286,0,4,-4,0,0,0,0,0,0
EA37,2025-09,KS00/24014286,0,4,-4,0,0,0,0,0,0
EA37,2025-12,KS00/24014286,0,4,-4,0,0,0,0,0,0
EA18,2025-01,KS00/24014291,0,3,-3,0,0,0,0,0,0
EA18,2025-02,KS00/24014291,0,3,-3,0,0,0,0,0,0
EA18,2025-01,KS00/24014292,0,1,-1,0,0,0,0,0,0
EA18,2025-02,KS00/24014292,0,1,-1,0,0,0,0,0,0
EA18,2025-03,KS00/24014292,0,1,-1,0,0,0,0,0,0
EA18,2025-04,KS00/24014292,0,1,-1,0,0,0,0,0,0
EA18,2025-05,KS00/24014292,0,1,-1,0,0,0,0,0,0
EA18,2025-06,KS00/24014292,0,1,-1,0,0,0,0,0,0
EA18,2025-07,KS00/24014292,0,1,-1,0,0,0,0,0,0
EA18,2025-08,KS00/24014292,0,1,-1,0,0,0,0,0,0
EA18,2025-09,KS00/24014292,0,1,-1,0,0,0,0,0,0
EA18,2025-10,KS00/24014292,0,1,-1,0,0,0,0,0,0
EA18,2025-11,KS00/24014292,0,1,-1,0,0,0,0,0,0
EA18,2025-12,KS00/24014292,0,1,-1,0,0,0,0,0,0
EA22,2025-01,KS00/63101160,1,0,1,0,0,0,0,0,0
EA22,2025-01,KS00/83002110,1,0,1,0,0,0,0,0,0
EA22,2025-01,KS00/83004210,1,0,1,0,0,0,0,0,0
EA22,2025-12,KS00/19100100,1,0,1,0,0,0,0,0,0
EA37,2025-01,KS00/24014287,0,1,-1,0,0,0,0,0,0
EA37,2025-02,KS00/24014287,0,1,-1,0,0,0,0,0,0
EA37,2025-03,KS00/24014287,0,1,-1,0,0,0,0,0,0
EA37,2025-04,KS00/24014287,0,1,-1,0,0,0,0,0,0
EA37,2025-05,KS00/24014287,0,1,-1,0,0,0,0,0,0
EA37,2025-06,KS00/24014287,0,1,-1,0,0,0,0,0,0
EA37,2025-07,KS00/24014287,0,1,-1,0,0,0,0,0,0
EA37,2025-08,KS00/24014287,0,1,-1,0,0,0,0,0,0
EA37,2025-09,KS00/24014287,0,1,-1,0,0,0,0,0,0
EA37,2025-10,KS00/24014287,0,1,-1,0,0,0,0,0,0
EA37,2025-11,KS00/24014287,0,1,-1,0,0,0,0,0,0
EA37,2025-12,KS00/24014287,0,1,-1,0,0,0,0,0,0
