Company code.Company code Level 01,Company code.Company code Level 01.Company (Key),Fiscal year/period.Fiscal year/period Level 01,G/L Account.Level 01,G/L Account.Level 02,G/L Account.Level 03,G/L Account.Level 04,Profit Center.Profit Center Level 01,Profit Center.Profit Center Level 01.Key,Profit Center.Profit Center Level 01.Profit Center Level 01.UniqueName,MTD&0T_FPIE&Actual,MTD&0T_FPIE&Budget,Reporting date,G/L Account.Level 01.Key,G/L Account.Level 02.Key,G/L Account.Level 03.Key,G/L Account.Level 04.Key,count_difference
ALG Properties (Malaysia),EA33,2024-08-01,Net Property Income,Property Operating E,General & Admin Expe,ACCOUNTING FEE,IH,IH0000,[ZSPROFCTR].[IH0000],327,,2024-08-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83001110,1
ALG Properties (Malaysia),EA33,2024-08-01,Net Property Income,Property Operating E,General & Admin Expe,AUDIT FEES,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-08-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83002110,1
ALG Properties (Malaysia),EA33,2024-08-01,Net Property Income,Property Operating E,General & Admin Expe,REG & FILING,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-08-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/85003140,1
ALG Properties (Malaysia),EA33,2024-08-01,Net Property Income,Property Operating E,General & Admin Expe,TAX FEE,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-08-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83004210,1
ALG Properties (Malaysia),EA33,2024-08-01,Not Assigned G/L Account (s),,,EXPENSES RECOVERY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-08-01,,,,KS00/22301110,1
ALG Properties (Malaysia),EA33,2024-08-01,Not Assigned G/L Account (s),,,IC Due To,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-08-01,,,,KS00/31909150,1
ALG Properties (Malaysia),EA33,2024-08-01,Not Assigned G/L Account (s),,,ISSUED SHARE CAPITAL,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-08-01,,,,KS00/41001110,1
ALG Properties (Malaysia),EA33,2024-08-01,Not Assigned G/L Account (s),,,Intercompany Due Frm,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-08-01,,,,KS00/25002110,1
ALG Properties (Malaysia),EA33,2024-08-01,Not Assigned G/L Account (s),,,LOAN TO SUSBSIDIARY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-08-01,,,,KS00/14000100,1
ALG Properties (Malaysia),EA33,2024-08-01,Not Assigned G/L Account (s),,,NT. ACCRUALS,IH,IH0000,[ZSPROFCTR].[IH0000],-327,,2024-08-01,,,,KS00/31104100,1
ALG Properties (Malaysia),EA33,2024-08-01,Not Assigned G/L Account (s),,,NT. PAYABLE-EMPLOYEE,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-08-01,,,,KS00/31103100,1
ALG Properties (Malaysia),EA33,2024-08-01,Not Assigned G/L Account (s),,,RETAINED EARNINGS-CY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-08-01,,,,KS00/42104100,1
ALG Properties (Malaysia),EA33,2024-08-01,Not Assigned G/L Account (s),,,RETAINED EARNINGS-PY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-08-01,,,,KS00/42104210,1
ALG Properties (Malaysia),EA33,2024-08-01,Not Assigned G/L Account (s),,,SHAREHOLDER LOAN,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-08-01,,,,KS00/43202100,1
ALG Properties (Malaysia),EA33,2024-08-01,Not Assigned G/L Account (s),,,T. PAYABLES,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-08-01,,,,KS00/31001100,1
ALG Properties (Malaysia),EA33,2024-09-01,Net Property Income,Property Operating E,General & Admin Expe,ACCOUNTING FEE,IH,IH0000,[ZSPROFCTR].[IH0000],327,,2024-09-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83001110,1
ALG Properties (Malaysia),EA33,2024-09-01,Net Property Income,Property Operating E,General & Admin Expe,AUDIT FEES,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-09-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83002110,1
ALG Properties (Malaysia),EA33,2024-09-01,Net Property Income,Property Operating E,General & Admin Expe,REG & FILING,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-09-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/85003140,1
ALG Properties (Malaysia),EA33,2024-09-01,Net Property Income,Property Operating E,General & Admin Expe,TAX FEE,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-09-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83004210,1
ALG Properties (Malaysia),EA33,2024-09-01,Not Assigned G/L Account (s),,,EXPENSES RECOVERY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-09-01,,,,KS00/22301110,1
ALG Properties (Malaysia),EA33,2024-09-01,Not Assigned G/L Account (s),,,IC Due To,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-09-01,,,,KS00/31909150,1
ALG Properties (Malaysia),EA33,2024-09-01,Not Assigned G/L Account (s),,,ISSUED SHARE CAPITAL,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-09-01,,,,KS00/41001110,1
ALG Properties (Malaysia),EA33,2024-09-01,Not Assigned G/L Account (s),,,Intercompany Due Frm,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-09-01,,,,KS00/25002110,1
ALG Properties (Malaysia),EA33,2024-09-01,Not Assigned G/L Account (s),,,LOAN TO SUSBSIDIARY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-09-01,,,,KS00/14000100,1
ALG Properties (Malaysia),EA33,2024-09-01,Not Assigned G/L Account (s),,,NT. ACCRUALS,IH,IH0000,[ZSPROFCTR].[IH0000],-327,,2024-09-01,,,,KS00/31104100,1
ALG Properties (Malaysia),EA33,2024-09-01,Not Assigned G/L Account (s),,,NT. PAYABLE-EMPLOYEE,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-09-01,,,,KS00/31103100,1
ALG Properties (Malaysia),EA33,2024-09-01,Not Assigned G/L Account (s),,,RETAINED EARNINGS-CY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-09-01,,,,KS00/42104100,1
ALG Properties (Malaysia),EA33,2024-09-01,Not Assigned G/L Account (s),,,RETAINED EARNINGS-PY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-09-01,,,,KS00/42104210,1
ALG Properties (Malaysia),EA33,2024-09-01,Not Assigned G/L Account (s),,,SHAREHOLDER LOAN,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-09-01,,,,KS00/43202100,1
ALG Properties (Malaysia),EA33,2024-09-01,Not Assigned G/L Account (s),,,T. PAYABLES,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-09-01,,,,KS00/31001100,1
ALG Properties (Malaysia),EA33,2024-10-01,Net Property Income,Property Operating E,General & Admin Expe,ACCOUNTING FEE,IH,IH0000,[ZSPROFCTR].[IH0000],327,,2024-10-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83001110,1
ALG Properties (Malaysia),EA33,2024-10-01,Net Property Income,Property Operating E,General & Admin Expe,AUDIT FEES,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-10-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83002110,1
ALG Properties (Malaysia),EA33,2024-10-01,Net Property Income,Property Operating E,General & Admin Expe,REG & FILING,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-10-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/85003140,1
ALG Properties (Malaysia),EA33,2024-10-01,Net Property Income,Property Operating E,General & Admin Expe,TAX FEE,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-10-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83004210,1
ALG Properties (Malaysia),EA33,2024-10-01,Not Assigned G/L Account (s),,,EXPENSES RECOVERY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-10-01,,,,KS00/22301110,1
ALG Properties (Malaysia),EA33,2024-10-01,Not Assigned G/L Account (s),,,IC Due To,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-10-01,,,,KS00/31909150,1
ALG Properties (Malaysia),EA33,2024-10-01,Not Assigned G/L Account (s),,,ISSUED SHARE CAPITAL,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-10-01,,,,KS00/41001110,1
ALG Properties (Malaysia),EA33,2024-10-01,Not Assigned G/L Account (s),,,Intercompany Due Frm,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-10-01,,,,KS00/25002110,1
ALG Properties (Malaysia),EA33,2024-10-01,Not Assigned G/L Account (s),,,LOAN TO SUSBSIDIARY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-10-01,,,,KS00/14000100,1
ALG Properties (Malaysia),EA33,2024-10-01,Not Assigned G/L Account (s),,,NT. ACCRUALS,IH,IH0000,[ZSPROFCTR].[IH0000],-327,,2024-10-01,,,,KS00/31104100,1
ALG Properties (Malaysia),EA33,2024-10-01,Not Assigned G/L Account (s),,,NT. PAYABLE-EMPLOYEE,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-10-01,,,,KS00/31103100,1
ALG Properties (Malaysia),EA33,2024-10-01,Not Assigned G/L Account (s),,,RETAINED EARNINGS-CY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-10-01,,,,KS00/42104100,1
ALG Properties (Malaysia),EA33,2024-10-01,Not Assigned G/L Account (s),,,RETAINED EARNINGS-PY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-10-01,,,,KS00/42104210,1
ALG Properties (Malaysia),EA33,2024-10-01,Not Assigned G/L Account (s),,,SHAREHOLDER LOAN,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-10-01,,,,KS00/43202100,1
ALG Properties (Malaysia),EA33,2024-10-01,Not Assigned G/L Account (s),,,T. PAYABLES,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-10-01,,,,KS00/31001100,1
ALG Properties (Malaysia),EA33,2024-11-01,Net Property Income,Property Operating E,General & Admin Expe,ACCOUNTING FEE,IH,IH0000,[ZSPROFCTR].[IH0000],327,,2024-11-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83001110,1
ALG Properties (Malaysia),EA33,2024-11-01,Net Property Income,Property Operating E,General & Admin Expe,AUDIT FEES,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-11-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83002110,1
ALG Properties (Malaysia),EA33,2024-11-01,Net Property Income,Property Operating E,General & Admin Expe,REG & FILING,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-11-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/85003140,1
ALG Properties (Malaysia),EA33,2024-11-01,Net Property Income,Property Operating E,General & Admin Expe,TAX FEE,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-11-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83004210,1
ALG Properties (Malaysia),EA33,2024-11-01,Not Assigned G/L Account (s),,,EXPENSES RECOVERY,IH,IH0000,[ZSPROFCTR].[IH0000],5197.56,,2024-11-01,,,,KS00/22301110,1
ALG Properties (Malaysia),EA33,2024-11-01,Not Assigned G/L Account (s),,,IC Due To,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-11-01,,,,KS00/31909150,1
ALG Properties (Malaysia),EA33,2024-11-01,Not Assigned G/L Account (s),,,ISSUED SHARE CAPITAL,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-11-01,,,,KS00/41001110,1
ALG Properties (Malaysia),EA33,2024-11-01,Not Assigned G/L Account (s),,,Intercompany Due Frm,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-11-01,,,,KS00/25002110,1
ALG Properties (Malaysia),EA33,2024-11-01,Not Assigned G/L Account (s),,,LOAN TO SUSBSIDIARY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-11-01,,,,KS00/14000100,1
ALG Properties (Malaysia),EA33,2024-11-01,Not Assigned G/L Account (s),,,NT. ACCRUALS,IH,IH0000,[ZSPROFCTR].[IH0000],-327,,2024-11-01,,,,KS00/31104100,1
ALG Properties (Malaysia),EA33,2024-11-01,Not Assigned G/L Account (s),,,NT. PAYABLE-EMPLOYEE,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-11-01,,,,KS00/31103100,1
ALG Properties (Malaysia),EA33,2024-11-01,Not Assigned G/L Account (s),,,RETAINED EARNINGS-CY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-11-01,,,,KS00/42104100,1
ALG Properties (Malaysia),EA33,2024-11-01,Not Assigned G/L Account (s),,,RETAINED EARNINGS-PY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-11-01,,,,KS00/42104210,1
ALG Properties (Malaysia),EA33,2024-11-01,Not Assigned G/L Account (s),,,SHAREHOLDER LOAN,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-11-01,,,,KS00/43202100,1
ALG Properties (Malaysia),EA33,2024-11-01,Not Assigned G/L Account (s),,,T. PAYABLES,IH,IH0000,[ZSPROFCTR].[IH0000],-5197.56,,2024-11-01,,,,KS00/31001100,1
ALG Properties (Malaysia),EA33,2024-12-01,Net Property Income,Property Operating E,General & Admin Expe,ACCOUNTING FEE,IH,IH0000,[ZSPROFCTR].[IH0000],29103,,2024-12-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83001110,1
ALG Properties (Malaysia),EA33,2024-12-01,Net Property Income,Property Operating E,General & Admin Expe,AUDIT FEES,IH,IH0000,[ZSPROFCTR].[IH0000],3207.87,,2024-12-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83002110,1
ALG Properties (Malaysia),EA33,2024-12-01,Net Property Income,Property Operating E,General & Admin Expe,REG & FILING,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-12-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/85003140,1
ALG Properties (Malaysia),EA33,2024-12-01,Net Property Income,Property Operating E,General & Admin Expe,SECRETARIAL FEE,IH,IH0000,[ZSPROFCTR].[IH0000],8367.93,,2024-12-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83001120,1
ALG Properties (Malaysia),EA33,2024-12-01,Net Property Income,Property Operating E,General & Admin Expe,TAX FEE,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-12-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83004210,1
ALG Properties (Malaysia),EA33,2024-12-01,Not Assigned G/L Account (s),,,EXPENSES RECOVERY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-12-01,,,,KS00/22301110,1
ALG Properties (Malaysia),EA33,2024-12-01,Not Assigned G/L Account (s),,,IC Due To,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-12-01,,,,KS00/31909150,1
ALG Properties (Malaysia),EA33,2024-12-01,Not Assigned G/L Account (s),,,ISSUED SHARE CAPITAL,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-12-01,,,,KS00/41001110,1
ALG Properties (Malaysia),EA33,2024-12-01,Not Assigned G/L Account (s),,,Intercompany Due Frm,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-12-01,,,,KS00/25002110,1
ALG Properties (Malaysia),EA33,2024-12-01,Not Assigned G/L Account (s),,,LOAN TO SUSBSIDIARY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-12-01,,,,KS00/14000100,1
ALG Properties (Malaysia),EA33,2024-12-01,Not Assigned G/L Account (s),,,NT. ACCRUALS,IH,IH0000,[ZSPROFCTR].[IH0000],3597,,2024-12-01,,,,KS00/31104100,1
ALG Properties (Malaysia),EA33,2024-12-01,Not Assigned G/L Account (s),,,NT. PAYABLE-EMPLOYEE,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-12-01,,,,KS00/31103100,1
ALG Properties (Malaysia),EA33,2024-12-01,Not Assigned G/L Account (s),,,NT. PAYABLE-I/C,IH,IH0000,[ZSPROFCTR].[IH0000],-41067.93,,2024-12-01,,,,KS00/31102100,1
ALG Properties (Malaysia),EA33,2024-12-01,Not Assigned G/L Account (s),,,RETAINED EARNINGS-CY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-12-01,,,,KS00/42104100,1
ALG Properties (Malaysia),EA33,2024-12-01,Not Assigned G/L Account (s),,,RETAINED EARNINGS-PY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-12-01,,,,KS00/42104210,1
ALG Properties (Malaysia),EA33,2024-12-01,Not Assigned G/L Account (s),,,SHAREHOLDER LOAN,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2024-12-01,,,,KS00/43202100,1
ALG Properties (Malaysia),EA33,2024-12-01,Not Assigned G/L Account (s),,,T. PAYABLES,IH,IH0000,[ZSPROFCTR].[IH0000],-3207.87,,2024-12-01,,,,KS00/31001100,1
ALG Properties (Malaysia),EA33,2025-01-01,Net Property Income,Property Operating E,General & Admin Expe,ACCOUNTING FEE,IH,IH0000,[ZSPROFCTR].[IH0000],2725,,2025-01-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83001110,1
ALG Properties (Malaysia),EA33,2025-01-01,Net Property Income,Property Operating E,General & Admin Expe,SECRETARIAL FEE,IH,IH0000,[ZSPROFCTR].[IH0000],697.33,,2025-01-01,M_NET_PROPERTY_INCOME,M_PROPERTY_OP_EXP,M_GA,KS00/83001120,1
ALG Properties (Malaysia),EA33,2025-01-01,Not Assigned G/L Account (s),,,EXPENSES RECOVERY,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2025-01-01,,,,KS00/22301110,1
ALG Properties (Malaysia),EA33,2025-01-01,Not Assigned G/L Account (s),,,IC Due To,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2025-01-01,,,,KS00/31909150,1
ALG Properties (Malaysia),EA33,2025-01-01,Not Assigned G/L Account (s),,,INVESTMENT IN SUBSI,IH,IH0000,[ZSPROFCTR].[IH0000],0,,2025-01-01,,,,KS00/12100100,1
