Company code.Company code Level 01.Company (Key),G/L Account.Level 04.Key,pbi_row_count,synapse_row_count,pbi_MTD&0T_FPIE&Actual,pbi_MTD&0T_FPIE&Budget,synapse_MTD&0T_FPIE&Actual,synapse_MTD&0T_FPIE&Budget
EA11,KS00/92101110,22,14,8000000,0,8000000,0
EA11,KS00/99002110,85,49,13286566.55,0,0,0
EA11,KS00/99003110,85,49,4012944.6,0,0,0
EA11,KS00/99004110,340,196,-1618725734.55,0,0,0
EA11,KS00/99005110,425,245,1601426223.4,0,0,0
EA12,KS00/10002300,387,216,8047419131.31,0,33817584.19,0
EA12,KS00/10005100,309,174,327066.84,0,-91339.42,0
EA12,KS00/10006100,531,306,4579144.76,0,139814.42,0
EA12,KS00/10007100,169,97,1252.35,0,-21658.27,0
EA12,KS00/10007400,85,49,852500,0,0,0
EA12,KS00/10012160,277,160,177969005.31,0,55388854.7,0
EA12,KS00/10015300,425,245,4394226.69,0,-248312.09,0
EA12,KS00/10105100,425,245,-220395.62,0,73149.15,0
EA12,KS00/10106100,595,343,-3488941.68,0,-415682.14,0
EA12,KS00/10107100,255,147,-1097.67,0,21314.85,0
EA12,KS00/10107400,85,49,-755878.9,0,-99457.75,0
EA12,KS00/10115300,425,245,-2921950.53,0,-209184.04,0
EA12,KS00/14002100,170,98,-928364500,0,-73108500,0
EA12,KS00/19100100,97,96,0,0,0,0
EA12,KS00/19100110,612,355,17101703.8,0,1608030.82,0
EA12,KS00/22101100,606,360,12961330.98,0,-818090.41,0
EA12,KS00/22101200,578,342,1658515.03,0,257595.35,0
EA12,KS00/22101400,17,12,0,0,5000,0
EA12,KS00/22101500,479,252,2200070.59,0,-142210.33,0
EA12,KS00/22201100,343,208,2437545.09,0,-1204129.93,0
EA12,KS00/22201200,157,76,394359.86,0,173704.36,0
EA12,KS00/22201300,85,49,5700,0,-400,0
EA12,KS00/22201400,92,54,2482.49,0,0,0
EA12,KS00/22302210,85,49,0,0,-20460.18,0
EA12,KS00/22305100,559,310,391459.92,0,28228.38,0
EA12,KS00/22305110,595,343,707333.29,0,-14152.6,0
EA12,KS00/23201100,507,275,15130.42,0,5229.36,0
EA12,KS00/23301400,42,17,1037283.52,0,650.13,0
EA12,KS00/23304117,593,342,-658369.07,0,-8631.27,0
EA12,KS00/24065170,85,49,8153895.61,0,-1884679.45,0
EA12,KS00/24065171,610,354,-2880385.92,0,4275.96,0
EA12,KS00/24065172,665,392,12851479.13,0,831951.07,0
EA12,KS00/24065180,170,98,1619209.3,0,-177787.65,0
EA12,KS00/24065181,172,100,-632440.19,0,-38343,0
EA12,KS00/24065182,170,98,481352.95,0,14616.75,0
EA12,KS00/24065285,63,34,965555.29,0,371747.81,0
EA12,KS00/24065286,216,98,-314304.76,0,0,0
EA12,KS00/24065287,45,22,0,0,0,0
EA12,KS00/24100000,62,32,8500000,0,7600000,0
EA12,KS00/24101310,85,49,50000,0,0,0
EA12,KS00/24201410,207,122,50,0,-50,0
EA12,KS00/25002110,283,161,376594.62,0,-32106.74,0
EA12,KS00/25109117,69,48,43687309.06,0,-6062706.54,0
EA12,KS00/31001100,680,392,-13423453.91,0,-1280885.1,0
EA12,KS00/31002100,563,321,-2559737.65,0,-604251.56,0
EA12,KS00/31003100,680,392,-4833009.8,0,1678091.35,0
EA12,KS00/31004103,85,49,-1545783.19,0,-225121.87,0
EA12,KS00/31004104,170,98,-31814.08,0,10402.09,0
EA12,KS00/31004105,170,98,-2584126.8,0,-311225.94,0
EA12,KS00/31004106,422,243,-1847714.45,0,18751.18,0
EA12,KS00/31004107,63,33,7940.7,0,13391.69,0
EA12,KS00/31005100,343,201,-55429.29,0,37321.38,0
EA12,KS00/31005120,85,49,-489990,0,-114050,0
EA12,KS00/31005130,89,49,-11863.68,0,14853.72,0
EA12,KS00/31005140,508,288,-4469746.53,0,273797.87,0
EA12,KS00/31012100,120,60,-7489666.06,0,-1305000,0
EA12,KS00/31012110,85,49,300,0,0,0
EA12,KS00/31101100,424,260,-4888755.52,0,3109597.58,0
EA12,KS00/31102100,61,29,-4715.53,0,0,0
EA12,KS00/31103100,448,252,-19190.92,0,3760.88,0
EA12,KS00/31104100,680,392,-21089980.37,0,-1374104.08,0
EA12,KS00/31301200,680,392,4491637.11,0,968600.19,0
EA12,KS00/31301300,613,355,-11448902.38,0,-3122176.67,0
EA12,KS00/31301600,85,35,148349.92,0,49660.6,0
EA12,KS00/31301700,85,35,-148349.92,0,-49660.6,0
EA12,KS00/31301800,85,49,17123.2,0,1025502.45,0
EA12,KS00/31302110,230,125,-8684417.73,0,-8551711.92,0
EA12,KS00/31302210,85,49,-33477839.29,0,11159443.55,0
EA12,KS00/31302410,85,49,-58228279.94,0,-5029092.01,0
EA12,KS00/31402110,264,152,-100813054.77,0,-3668391.81,0
EA12,KS00/31403110,255,147,-561962.5,0,0,0
EA12,KS00/31905100,39,14,-22200000,0,0,0
EA12,KS00/31908200,590,343,1444.29,0,251061.8,0
EA12,KS00/31908210,86,50,49192.31,0,6009.3,0
EA12,KS00/31909130,476,280,-346065.34,0,77372.25,0
EA12,KS00/31909150,425,245,-13044122.41,0,410767.1,0
EA12,KS00/32100000,85,49,-48000000,0,16000000,0
EA12,KS00/32106110,85,49,0,0,0,0
EA12,KS00/32107110,85,49,0,0,0,0
EA12,KS00/33101114,180,103,-3062657.82,0,-1427892.61,0
EA12,KS00/33101119,43,16,-22133585.88,0,-10641437.19,0
EA12,KS00/33101129,510,294,-469102.37,0,18284.02,0
EA12,KS00/33101134,85,49,-2396034.39,0,-553385.74,0
EA12,KS00/33101214,51,36,-13075.56,0,4538.92,0
EA12,KS00/33102121,595,343,-789993.05,0,91686.98,0
EA12,KS00/41001110,85,49,-50000000,0,0,0
EA12,KS00/42104100,680,392,0,0,279888676.28,0
EA12,KS00/42104210,85,49,-2720829676.27,0,-279888676.28,0
EA12,KS00/42201810,27,7,-586000000,0,-293000000,0
EA12,KS00/43101120,85,49,-1122000000,0,36000000,0
EA12,KS00/43202100,101,50,-1395410879.02,0,459674788.06,0
EA12,KS00/43204200,84,48,-518363949,0,-68028949,0
EA12,KS00/43204300,85,49,-430500000,0,0,0
EA12,KS00/49909110,680,392,0,0,0,0
EA12,KS00/53000100,161,99,-312236765.47,-361328280.5,-292539144.64,-277514902.69
EA12,KS00/53000110,80,49,-13798533.39,-14328422.3,-13288187.23,-11282267.96
EA12,KS00/53000120,44,34,67746.89,2604634.32,67746.89,2591573.13
EA12,KS00/53000130,321,197,-47269453.74,-56306556.79,-44019844.53,-42569561.44
EA12,KS00/53000140,178,108,-7568891.88,-9377142.08,-6948202.09,-6802178.77
EA12,KS00/53001100,262,177,-78765,-61260,-76365,-53255
EA12,KS00/53001110,248,161,-1614872.2,-1044900,-1557773.96,-752525
EA12,KS00/53001130,112,73,-550125.73,-637248,-522446.54,-505352
EA12,KS00/53002100,137,82,-18689954.9,-22159600,-18033974.49,-17363600
EA12,KS00/53002110,85,50,-3134202.32,-3625500,-2977822.32,-2834500
EA12,KS00/53002120,80,48,-406028.46,0,-388422.46,0
EA12,KS00/53002130,9,5,-1543.5,0,-1543.5,0
EA12,KS00/59004100,83,51,-25276.12,0,-25276.12,0
EA12,KS00/59008130,78,42,-266200.86,0,-266200.86,0
EA12,KS00/59009110,128,96,-29659760.44,-26962802.41,-29659760.44,-24922020.53
EA12,KS00/59009120,58,20,2467822.21,4468000.04,2499401.39,379473.98
EA12,KS00/59009130,146,84,19142288.57,21756638.81,16704143.73,21756638.81
EA12,KS00/59104110,130,68,-83698.95,0,-79515.92,0
EA12,KS00/59104210,239,131,-251845.03,0,-240530.88,0
EA12,KS00/59107100,61,37,-254245.58,0,-254245.58,0
EA12,KS00/59107110,92,53,-3852.14,0,-3852.14,0
EA12,KS00/59107120,384,236,-799713.39,-719028.12,-759296.09,-560746.87
EA12,KS00/59107160,240,143,-807285.47,-793694.56,-750761.32,-544237.67
EA12,KS00/59107170,82,63,-281340.28,-286680,-262181.08,-209890
EA12,KS00/59107180,116,83,-23016.37,-23250,-21889.33,-17700
EA12,KS00/59107190,80,49,-2284485.41,-2309800,-2160701.25,-1755920
EA12,KS00/59107200,80,49,-1209243.92,-1246120,-1155534.95,-969330
EA12,KS00/59107220,334,206,-621110.84,-432704.61,-599960.04,-365204.61
EA12,KS00/59107230,271,181,-24159032.04,-963521,-23797426.34,-963521
EA12,KS00/59301120,310,214,-56828.04,0,-56828.04,0
EA12,KS00/63000120,40,28,0,0,0,0
EA12,KS00/63100100,191,110,1149965.3,1710836.96,1096608.64,1380160.63
EA12,KS00/63100110,164,108,305003.5,457443.6,305003.5,379499.3
EA12,KS00/63100210,240,146,434844.25,510300.32,419036.26,402616.78
EA12,KS00/63100220,174,104,59955.15,230550,50805.61,159768
EA12,KS00/63100300,87,52,604129,867580,591119,630284
EA12,KS00/63100400,173,107,786713.29,1211443.56,778775.92,911547.93
EA12,KS00/63100500,192,122,382117.82,898924,382117.82,762787
EA12,KS00/63100510,202,113,23570,75729.8,20770,64231.8
EA12,KS00/63100520,159,105,94560.91,1326800,89160.92,945401
EA12,KS00/63100530,66,46,28250,50000,28250,40000
EA12,KS00/63101100,177,98,275843.99,393074,264689.7,297246
EA12,KS00/63101110,160,94,98336.69,191158.7,93846.69,159076.3
EA12,KS00/63101120,96,92,0,4400,0,3300
EA12,KS00/63101130,22,17,2400,20000,2400,20000
EA12,KS00/63101160,160,98,661515.4,898067,647825.4,754447
EA12,KS00/63101180,48,37,342785.8,341160,342785.8,333160
EA12,KS00/63101200,197,117,1177205.61,1086503,1193447.69,889505
EA12,KS00/63101300,160,96,343127.27,570600,321311.07,435422
EA12,KS00/63101401,160,97,6358324.1,8183636.36,5957893.71,5982361.96
EA12,KS00/63101402,207,122,857150.6,1330052,768113.96,1045370
EA12,KS00/63101500,237,143,2725254.59,3356783.2,2569104.39,2584560.3
EA12,KS00/63101600,224,149,1014396.77,1799373.05,992567.93,1372985.16
EA12,KS00/63101700,239,144,58582,138458.4,54468,103723.4
EA12,KS00/63102110,140,96,224853.27,385440,206470.02,327380
EA12,KS00/63102120,137,82,394031.89,455995,373712.89,342926.5
EA12,KS00/63105100,197,138,435996.4,2381400,433896.4,1932900
EA12,KS00/63200100,247,150,766543.34,973710,704778.71,729582
EA12,KS00/63200110,277,172,18287631.31,22332096,17346635.37,18531163
EA12,KS00/63200120,240,147,876548.78,958248,828405.02,748920
EA12,KS00/63300100,325,193,34360435.67,42280358.12,32229102.25,32444402.37
EA12,KS00/63400100,80,68,2762.51,237318.42,2762.51,193417.42
EA12,KS00/63400200,255,177,581152.54,481126.27,568005.7,295337.17
EA12,KS00/63800140,28,23,-39.8,82600,-39.8,76175
EA12,KS00/70909121,126,79,34868.7,0,0,0
EA12,KS00/80201010,511,308,13357918.54,18056437.01,12802989.88,13507873.53
EA12,KS00/80201110,328,205,191200.47,245343.38,187339.07,197908.57
EA12,KS00/80201111,171,152,99859,297860,99859,290935
EA12,KS00/80202010,480,288,4426740.9,4248367.85,4251179.73,3111226.91
EA12,KS00/80203332,480,288,2154336.69,2872411.82,2028690.86,2190869.84
EA12,KS00/80203350,480,289,23326.82,26388.12,22325.25,19952.71
EA12,KS00/80203360,78,21,244740,0,16740,0
EA12,KS00/80203380,300,194,95738.14,144240,94793.3,94180
EA12,KS00/80204111,151,59,3888.12,20167.68,2415.57,7208.14
EA12,KS00/80204120,112,61,790,0,790,0
EA12,KS00/80204210,444,271,105192.56,254839.76,97938.05,183989.84
EA12,KS00/80205110,501,303,518572.46,709939.49,485874.37,501245.03
EA12,KS00/80205120,490,288,336326.75,439959.78,312397.99,341491.54
EA12,KS00/80205213,141,97,771.11,5400,771.11,4735
EA12,KS00/80205214,281,182,14661.01,21219.96,14285.77,17588.33
EA12,KS00/80205310,120,24,-15296.27,0,-15296.27,0
EA12,KS00/80205322,487,294,98206.4,121859.82,94411.37,83388.31
EA12,KS00/80205325,292,188,23486.13,52820.24,22844.13,42911.79
EA12,KS00/80205329,480,289,261687.21,353635.92,253521.41,281002.29
EA12,KS00/81002210,54,41,25123.91,100000,25123.91,100000
EA12,KS00/82002990,96,92,0,28138,0,26648
EA12,KS00/83001110,160,98,755065,687600,618335,596500
EA12,KS00/83001120,160,98,103555.28,25171.89,96281.26,20770.93
EA12,KS00/83001130,98,52,119613.01,0,77813.67,0
EA12,KS00/83001140,160,98,988893.93,1040076.99,846706.44,841860.59
EA12,KS00/83001160,160,98,3147956.28,2646771.96,2674430.26,1909545.34
EA12,KS00/83001170,160,98,1472238.99,1229596.14,1136078.83,989997.47
EA12,KS00/83002110,160,96,101590.01,122240.04,95216.67,94186.67
EA12,KS00/83003110,160,98,145486.78,236999.96,122523.26,221899.96
EA12,KS00/83004110,173,113,219230,431400,217280,399250
EA12,KS00/83004210,160,96,195197,446476,193572,400364.5
EA12,KS00/83009110,243,144,288075.05,196500,277125.34,159287.5
EA12,KS00/84002160,169,103,10777536.26,20460936.78,10777536.26,18601411.01
EA12,KS00/84002170,160,98,48813273.68,54572601.26,48396435.47,46373377.71
EA12,KS00/84002210,158,96,9124210.9,11994778.26,8787938.51,10174663.39
EA12,KS00/84009110,160,98,26814660.88,29403071.81,25804667.55,21422937.66
EA12,KS00/84102110,537,316,168460.11,146280,167586.48,112270
EA12,KS00/84102410,168,102,1931583.71,2249389.07,1909572.18,1765670.97
EA12,KS00/84201100,152,95,27064.32,0,27064.32,0
EA12,KS00/85003110,163,127,1633.1,3160,1303.93,1170
EA12,KS00/85003120,139,101,447.29,3000,447.29,2350
EA12,KS00/85003130,270,170,52492.9,48260.04,51012.36,31171.67
EA12,KS00/85003140,159,109,11079.25,14820,10711.2,7645
EA12,KS00/85004140,169,103,1064869.54,1309839.96,1040372.75,996823.14
EA12,KS00/85005130,347,222,373276.2,0,357803.11,0
EA12,KS00/85005140,160,96,22754924.92,0,21967120.84,0
EA12,KS00/85005150,202,126,15066012.58,17647878.81,14414714.51,13484013.8
EA12,KS00/85009110,184,104,9004.68,7460,7006.88,3900
EA12,KS00/85009120,448,290,13225.26,30768,13128.96,27011
EA12,KS00/85009130,32,24,100000,0,100000,0
EA12,KS00/85009134,132,116,5946.91,9240,5626.91,8730
EA12,KS00/85009170,179,119,71476.71,207600,71476.71,206400
EA12,KS00/85009510,60,58,0,113.04,0,107.04
EA12,KS00/85009511,174,146,1200,1458.96,1200,1458.96
EA12,KS00/85009512,388,203,487559.43,1432454.45,486076.98,1279051.87
EA12,KS00/85101210,7,3,-5000,0,-5000,0
EA12,KS00/85102110,132,60,6543.84,0,6543.84,0
EA12,KS00/86005100,275,173,43002.68,49874.02,42697.44,45573.86
EA12,KS00/86006100,460,293,812450.12,1447084.21,804561.99,1211060.68
EA12,KS00/86007100,96,82,191.45,139626.71,191.45,139618.39
EA12,KS00/86012200,384,244,598259.95,756890.81,586858.81,560296.28
EA12,KS00/86013100,144,106,99457.75,99457.72,99457.75,94011.23
EA12,KS00/87004110,1,6,0,0,0,0
EA12,KS00/87101113,130,89,2952,54300,2952,38525
EA12,KS00/87101120,225,128,8549.04,15600,7844.78,10900
EA12,KS00/87101122,80,47,878563.95,907200,866763.95,640200
EA12,KS00/87101123,80,48,499760.79,331500,488900.79,250500
EA12,KS00/87101124,100,65,746900.82,821800,713469.64,712700
EA12,KS00/87101125,81,56,722990,981100,722990,750800
EA12,KS00/87101126,95,60,28536,35100,28536,25250
EA12,KS00/87101127,80,49,690517.31,1023000,638301.31,790000
EA12,KS00/87101128,137,80,37238.54,70700,36134.54,25400
EA12,KS00/87101129,159,95,34615.75,37000,27102.55,9500
EA12,KS00/87101130,89,54,1693981,2604000,1568551.56,1954000
EA12,KS00/87101131,87,50,37781.25,43000,37253.25,29000
EA12,KS00/87101135,75,47,228976.7,1595463.9,228976.7,1175463.9
EA12,KS00/87305310,135,94,17635.69,45000,17239.83,33700
EA12,KS00/88202210,40,2,-54775870.15,0,-15626926.13,0
EA12,KS00/91001110,43,13,-6041141.58,0,539789.12,0
EA12,KS00/91001120,167,99,33596000.1,34324064.62,28572000.1,25560987.64
EA12,KS00/92101110,12,4,22200000,0,22200000,0
EA12,KS00/99002110,595,343,19005980.7,0,0,0
EA12,KS00/99003110,170,98,39597169.1,0,0,0
EA12,KS00/99004110,595,343,-7378444936.45,0,0,0
EA12,KS00/99005110,595,343,7319841786.65,0,0,0
EA18,KS00/10002300,104,47,3811652285.94,0,686118148.79,0
EA18,KS00/10006100,226,107,1240956.27,0,402165.75,0
EA18,KS00/10007100,90,40,38550,0,12850,0
EA18,KS00/10012160,82,46,4362269.66,0,-441064455.76,0
EA18,KS00/10015300,80,30,217195.03,0,85653.01,0
EA18,KS00/10106100,226,107,-501998.66,0,-195848.82,0
EA18,KS00/10107100,90,40,-10181.87,0,-4321.65,0
EA18,KS00/10115300,80,30,-33205.07,0,-15795.48,0
EA18,KS00/14002100,18,10,0,0,0,0
EA18,KS00/19100100,32,27,0,0,0,0
EA18,KS00/19100110,275,125,58308605.57,0,-2308414.73,0
EA18,KS00/22101100,284,149,14731542.68,0,3230893.17,0
EA18,KS00/22101200,82,33,10464.95,0,2949.46,0
EA18,KS00/22101400,33,12,-1472286.01,0,-557025.98,0
EA18,KS00/22101500,179,82,1107068.39,0,251804.56,0
EA18,KS00/22201100,73,37,3161.86,0,0,0
EA18,KS00/22201330,129,63,52215,0,-48855,0
EA18,KS00/22201400,151,99,86048.22,0,0,0
EA18,KS00/22301110,185,93,52462616.47,0,-6569205.62,0
EA18,KS00/22302210,168,93,-1286192.13,0,-417906.02,0
EA18,KS00/22305100,194,95,148422.64,0,34630.44,0
EA18,KS00/22305110,94,44,39674.88,0,15000,0
EA18,KS00/23201100,325,162,1335532.67,0,642343.84,0
EA18,KS00/23301400,71,34,6347.01,0,-591.76,0
EA18,KS00/23304117,254,139,-401048.61,0,-441806.3,0
EA18,KS00/24050730,170,94,16925156,0,530101.29,0
EA18,KS00/24050731,400,212,-1302323.3,0,-7800.35,0
EA18,KS00/24050732,471,264,2666866.13,0,1514.31,0
EA18,KS00/24065195,85,47,356259.61,0,-697868.43,0
EA18,KS00/24065196,78,45,-3967.6,0,0,0
EA18,KS00/24065197,129,83,0,0,0,0
EA18,KS00/24100000,70,35,19544366.95,0,5206857.23,0
EA18,KS00/24201410,20,12,0,0,-7,0
EA18,KS00/25002110,321,151,1186744.86,0,1843697.89,0
EA18,KS00/25109117,82,53,49647728.38,0,-3456338.58,0
EA18,KS00/31001100,460,250,-36221792.35,0,12878650.81,0
EA18,KS00/31002100,335,176,-964867.57,0,-84660.4,0
EA18,KS00/31003100,328,177,-1111798.6,0,-234110.41,0
EA18,KS00/31004100,173,85,-58787152.52,0,3006712.75,0
EA18,KS00/31004106,83,43,-4288423.27,0,278591.48,0
EA18,KS00/31005100,62,41,-340.73,0,0,0
EA18,KS00/31005120,45,20,-12270,0,-3510,0
EA18,KS00/31005140,221,114,-5174249.62,0,258378.27,0
EA18,KS00/31012100,85,47,-39083708.34,0,-5595215.45,0
EA18,KS00/31101100,225,132,-49877.5,0,-2000,0
EA18,KS00/31102100,7,3,0,0,0,0
EA18,KS00/31103100,324,186,-9041.41,0,229.05,0
EA18,KS00/31104100,413,212,-3412418.66,0,-1325647.3,0
EA18,KS00/31301200,482,262,31499122.32,0,2878351.63,0
EA18,KS00/31301300,435,228,-5236821.02,0,-291563.88,0
EA18,KS00/31301600,170,94,673.36,0,0,0
EA18,KS00/31301700,170,94,-673.36,0,0,0
EA18,KS00/31302110,33,13,-1197446.27,0,-1148601.7,0
EA18,KS00/31302210,41,16,-2452025.22,0,-504987.44,0
EA18,KS00/31402110,158,76,-45168937.84,0,-10193777.6,0
EA18,KS00/31403110,85,47,-69471.2,0,0,0
EA18,KS00/31908200,169,94,1116.99,0,34590.81,0
EA18,KS00/31909130,95,32,-55700,0,-80786.69,0
EA18,KS00/31909150,97,54,-1342136.53,0,-1341969.44,0
EA18,KS00/33101114,111,65,3712928.08,0,-1730669.37,0
EA18,KS00/33101119,30,10,-6056797.06,0,-7986306.56,0
EA18,KS00/33101129,222,110,-149744.98,0,-31305.47,0
EA18,KS00/33101214,24,13,-189.44,0,0,0
EA18,KS00/33102121,305,175,-171944.9,0,-15566.93,0
EA18,KS00/41001110,85,47,-20000000,0,0,0
EA18,KS00/42104100,476,260,0,0,101455084.23,0
EA18,KS00/42104210,85,47,-365085105.7,0,-101455084.23,0
EA18,KS00/43101120,86,48,-2669651999.95,0,-214852000,0
EA18,KS00/43202100,85,47,-689446348.15,0,-2330000,0
EA18,KS00/49909110,486,266,0,0,0,0
EA18,KS00/53000100,48,24,-56504454.97,-90117385.09,-49437004.57,-57467706.01
EA18,KS00/53000110,48,24,-1636055.89,-2373941.3,-1457861.09,-1503823.35
EA18,KS00/53000120,22,13,0,9885686.4,0,7064186.4
EA18,KS00/53000130,77,34,-10067781.77,-16187447.16,-8758774.91,-10319775.13
EA18,KS00/53000140,77,34,-2516951.7,-4046861.78,-2189699.11,-2579943.75
EA18,KS00/53001100,56,29,-18800,-1600,-18800,-800
EA18,KS00/53001110,48,24,-121470,-96060,-106150,-24505
EA18,KS00/53001130,42,19,-55476.64,-31488,-51024.64,-14988
EA18,KS00/53002100,64,36,-3002747.73,-4342728,-2716726.13,-2804059
EA18,KS00/53002110,54,30,-55175.92,-136540,-52445.92,-101945
EA18,KS00/53002120,55,31,-51956.35,-300,-49422.69,-300
EA18,KS00/59004100,65,47,-353.58,0,-353.58,0
EA18,KS00/59009110,54,30,-10232569.48,-8504451.6,-10232569.48,-12187144.78
EA18,KS00/59009120,38,15,1664664.4,0,2218288.23,0
EA18,KS00/59009130,84,47,3318066.07,5595082,11442645.14,5595082
EA18,KS00/59102100,35,26,-71042.11,-698103.01,-71042.11,-698103.01
EA18,KS00/59104110,78,41,-195023.58,0,-175925.56,0
EA18,KS00/59104210,40,17,-14231.45,0,-14031.39,0
EA18,KS00/59107100,49,22,-54890.94,0,-15096.15,0
EA18,KS00/59107110,41,18,0,0,0,0
EA18,KS00/59107120,69,48,-9545,-3500,-9545,-3500
EA18,KS00/59107160,45,11,-39040.92,-62040,-23860.92,-4800
EA18,KS00/59107170,48,24,-274583.09,-93070,-217829.42,-44120
EA18,KS00/59107180,48,24,-10285.71,-8700,-9578.57,-5700
EA18,KS00/59107190,48,24,-836640.45,-936800,-780493.25,-620000
EA18,KS00/59107200,48,24,-607812.76,-508860,-543618.02,-291020
EA18,KS00/59107220,179,91,-60154391.08,-35561567.37,-59016391.73,-27317077.88
EA18,KS00/59107230,52,25,-4417804.35,0,-4072610.97,0
EA18,KS00/59301120,92,64,-63346.96,0,-63346.96,0
EA18,KS00/63000120,23,13,0,0,0,0
EA18,KS00/63100100,48,24,20465,296718.31,18485,137378.31
EA18,KS00/63100110,40,24,210,80640,210,35770
EA18,KS00/63100210,48,24,23694,143189,21294,81954
EA18,KS00/63100220,34,23,14165,23000,14165,12000
EA18,KS00/63100300,44,24,22749.8,525598,6701.8,212616
EA18,KS00/63100400,48,24,12021,283080,1900,105930
EA18,KS00/63100500,44,24,3000,217850,0,142450
EA18,KS00/63100510,25,23,0,23820,0,13820
EA18,KS00/63100520,47,23,32000.51,70000,31700.51,57000
EA18,KS00/63100530,26,23,0,18250,0,12500
EA18,KS00/63101100,35,23,961,146000,961,84000
EA18,KS00/63101110,36,24,0,94900,0,37150
EA18,KS00/63101120,59,32,153801.08,90200,152830.98,82200
EA18,KS00/63101130,52,32,74636.6,150924,67694.94,67304
EA18,KS00/63101160,48,24,70687.52,213825,67492.52,135840
EA18,KS00/63101200,48,24,385655.72,352100,375406.84,245000
EA18,KS00/63101300,48,24,30808.2,126400,26292.2,114200
EA18,KS00/63101401,60,33,1537336.1,2660237,1461148.95,1708416
EA18,KS00/63101402,60,33,384396.9,765880,361911.21,547520
EA18,KS00/63101500,60,33,1476145.19,2759664,1428233.87,1798122
EA18,KS00/63101600,95,45,165369.38,603921.78,150221.01,362185.12
EA18,KS00/63101700,48,24,67858.5,118160,64020.5,73940
EA18,KS00/63102110,90,51,39492.37,54000,36346.78,35250
EA18,KS00/63102120,89,42,46972.5,133375,42847.5,75500
EA18,KS00/63105100,63,24,408716.43,645000,316310.71,435000
EA18,KS00/63200100,48,24,116742.58,212700,122898.78,152200
EA18,KS00/63200110,48,24,4109994.33,6594520,4107137.8,4828060
EA18,KS00/63200120,48,24,289923.56,331500,289923.56,150000
EA18,KS00/63300100,143,62,7074797.74,9200122.08,6696013.53,5649859.67
EA18,KS00/63400100,12,11,0,246807,0,246807
EA18,KS00/63400200,48,24,190197.17,314899.96,183271.08,235333.33
EA18,KS00/63800140,12,11,0,47194.5,0,47194.5
EA18,KS00/70909121,80,47,503000.64,0,3215186.16,0
EA18,KS00/80201010,220,122,3553655.63,5556289.4,3325685.63,3978607.51
EA18,KS00/80201110,67,48,2666,18820.08,2666,18094.19
EA18,KS00/80202010,216,120,976660.77,1352029.16,964496.57,957608.66
EA18,KS00/80203332,220,124,598262.34,952973.92,579827.06,680456.4
EA18,KS00/80203350,220,122,6477.59,12283.44,6056.09,8955.96
EA18,KS00/80203380,79,52,38444.85,38400,36294.85,20800
EA18,KS00/80204111,100,45,10495.58,4966.2,8799.24,3248.66
EA18,KS00/80204120,68,33,835,0,800,0
EA18,KS00/80204210,232,125,35824.87,110890.04,27404.45,77327.53
EA18,KS00/80205110,224,122,143504.77,279540.64,133410.52,181245.73
EA18,KS00/80205120,264,143,69651.13,144800.12,72604.27,111652.76
EA18,KS00/80205213,92,53,5118.77,3640,5089.97,3640
EA18,KS00/80205214,231,125,16889.85,3600,15748.08,300
EA18,KS00/80205310,88,44,27215.4,0,27215.4,0
EA18,KS00/80205322,204,115,38194.28,41339.88,36077.44,22473.23
EA18,KS00/80205325,96,68,9241.82,23200.04,9241.82,15917.04
EA18,KS00/80205329,220,122,65759.67,112710,62529.67,79200.84
EA18,KS00/81002210,10,6,275,0,275,0
EA18,KS00/83001110,113,68,771010.01,963400.08,634106.67,729791.71
EA18,KS00/83001120,109,68,64820.85,27146.64,58516.52,17793.33
EA18,KS00/83001130,21,2,80613.01,0,38813.67,0
EA18,KS00/83001140,113,68,180068.26,92464.68,108845.53,64173.01
EA18,KS00/83001160,113,68,807913.49,429371.04,533471.83,259907.12
EA18,KS00/83001170,108,67,456074.51,239703,301832.34,162060.69
EA18,KS00/83001180,52,28,564193.55,1533542.06,531193.55,930542.06
EA18,KS00/83002110,125,82,55062.5,58980,48600,38660
EA18,KS00/83003110,55,27,54269.22,260741.5,31305.72,260741.5
EA18,KS00/83004110,159,101,224640,445950,196440,382355
EA18,KS00/83004210,164,95,169106,177100,155081,124875
EA18,KS00/83009110,73,48,225048.85,437000,205048.85,316000
EA18,KS00/84002160,12,11,0,200000,0,200000
EA18,KS00/84002170,48,24,22096270.36,34112478.51,21317941.04,24132584.29
EA18,KS00/84002180,27,19,10359683.28,8920337.73,10359683.28,8920337.73
EA18,KS00/84002210,12,11,0,6887043.62,0,6887043.62
EA18,KS00/84102110,167,84,37650.37,64760,36464.67,48195
EA18,KS00/84102210,37,14,138289.01,157879.96,128465.68,9823.33
EA18,KS00/84201100,65,47,710.95,0,710.95,0
EA18,KS00/85003120,80,53,71.2,4480,71.2,3080
EA18,KS00/85003130,219,114,34186.09,36722,32028.93,21569
EA18,KS00/85003140,182,107,5548.17,4245.14,5146.35,1825.14
EA18,KS00/85005130,128,67,60042074.7,35533253.28,57660336.83,27288763.79
EA18,KS00/85005140,41,18,4399657.03,0,4045591.65,0
EA18,KS00/85005150,48,24,2431064.85,3830298.67,2323003.29,2316168.4
EA18,KS00/85005160,61,23,240416.33,237417.8,220631.53,19785
EA18,KS00/85009110,139,70,4554.54,1500,2904.54,800
